,avatar,hashtags
0,sinemunsal,"['#tbt', '#pink', '#Aydınlıkevler,', '#tb']"
1,ellekorea,"['#ELLECoverstar', '#제작비지원', '#공유', '#GONGYOO', '#엘르5월호', '#샤넬J12', '#GongYoo', '#CHANEL', '#J12', '#광고', '#ELLEzoomin', '#오늘뭐입지', '#OOTD', '#ELLE그린\n🍏친환경', '#광고', '#심마이크로에센스데뷔탕트컬렉션', '#ELLEzoomin', '#효9TV\n효구와', '#광고', '#홈컬쳐살롱', '#ELLEzoomin', '#광고', '#부쉐론', '#콰트로XS펜던트\nSTARRING', '#광고', '#심즈4', '#화사', '#ELLEzoomin', '#ELLECoverstar', '#광고', '#배두나\n“자신만의', '#엘르3월호', '#엘르', '#광고', '#ELLEzoomin\n-', '#HyeKyoSong', '#FendiAmbassador', '#Fendi', '#펜디', '#트위드재킷', '#p!nk', '#광고', '#ELLEzoomin', '#삼성비스포크', '#비스포크김치플러스', '#비스포크식기세척기', '#비스포크인덕션', '#비스포크냉장고', '#비스포크키친', '#가전을나답게', '#집밥레시피', '#홈쿡', '#김치냉장고추천', '#인덕션추천', '#식기세척기추천', '#ELLEUpClose', '#록시땅', '#본느', '#아벤느', '#폴라스초이스', '#덕후']"
2,ashanegi,"['#mentalbehene', '#instareels', '#reelitfeelit', '#weekendfun', '#dancingandgupshup', '#sunset', '#ankhiyanamaar', '#bollywoodsongs', '#nostalgia', '#somuchfun', '#chalobye', '#collaboration', '#SachhaHoneyAchhaHoney', '#Saffola', '#ifyouknowyouknow', '#itsa2022']"
3,portadosfundos,"['#BBB21.', '#cozinhacompimenta', '#bbb', '#bbb21', '#bigbrotherbrasil', '#bbbmemes', '#paredão', '#portadosfundos', '#portadosfundos', '#anellysando', '#portadosfundos', '#bbb21', '#bbbmemes', '#bbb', '#cozinhacompimenta', '#bbb', '#bbb21', '#bigbrotherbrasil', '#bbbmemes', '#humorbr', '#portadosfundos', '#portadosfundos', '#vemvacina', '#portadosfundos', '#portadosfundos', '#anellysando', '#portadosfundos', '#futebol', '#campeonatobrasileiro', '#libertadores', '#jogo', '#time', '#coach', '#humorbr', '#comedia', '#portadosfundos', '#portadosfundos', '#anellysando']"
4,tobibakre,"['#WellnessWithJumia', '#Camon16', '#CBeyond', '#TobiBakre\n.\n\nAnd', '#Ready2Mingle', '#ShootYourShot', '#ReadytoMinglewithCloseup', '#Closeup', '#ShootyourshotwithCloseup', '#ShootYourShotwithCloseUp', '#readytominglewithcloseup\n@closeupnigeria', '#stayfearless\n.\n\n@trans4mazfotography', '#HomewithFearlessXHeadies', '#FearlessHeadies', '#14thHeadies.', '#stayfearless', '#whatislove', '#keepexploring']"
5,minimalistbaker,"['#chorizo', '#veganchorizo', '#tofu', '#veganrecipes', '#pbandj', '#peanutbutter', '#smoothie', '#vegansmoothie', '#veganbreakfast', '#risotto', '#veganrecipes', '#easyveganrecipes', '#glutenfree', '#bbqjackfruit', '#summerrecipes', '#vegansandwich', '#goldenmilk', '#overnightoats', '#oatmeal', '#frenchfries', '#oilfree', '#veganrecipes', '#easyveganrecipes', '#whitebeans', '#kale', '#artichoke', '#veganrecipes', '#veganappetizers', '#grahamcrackers', '#vegan', '#berries', '#summerrecipes', '#veganrecipes', '#berryrecipes', '#romesco', '#veganromesco', '#veganrecipes', '#easyrecipes', '#hashbrowns', '#weekendbreakfast', '#veganbreakfast', '#peanutbutter', '#banana', '#pudding', '#vegandesserts']"
6,jess,"['#luluspartner', '#lovelulus', '#dermalogicapartner', '#dermalogicapartner']"
7,jcrew,[]
8,rajishavijayan,"['#retrospecting', '#RamaRaoOnDutyOnJune17']"
9,vocesabia,[]
